sample_key,dataset,source_version,identity_id,capture_date,day_number,occurrence,camera_id,cowshed_id,relative_camera_position,rgb_path,thermal_array_path,rgb_sha256,thermal_sha256,phash,mapping_state,payload_status,exact_duplicate_state,near_duplicate_state,duplicate_group_id,protocol_role,gallery_candidate,query_candidate,cohort_status,exclusion_reason,license_id
0197_2_1,holstein,2.0,0197,2018-07-01,2,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0197/0197_2_1.jpg,holstein/extracted/Temperature/0197/0197_2_1.npy,838397a6dab02caff555f3de12d9e5002344fff31b719be4cbdf4df347a95d07,ba9c075f15cbe9f970a72425cafc4063a1e6ef7efe100bc2e60f37e4257f348a,fbf2c0415bf230c9,exact-metadata,valid,unique,no-phash-candidate,,train-gallery,true,false,availability-only,,CC0-1.0
0197_4_1,holstein,2.0,0197,2018-07-03,4,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0197/0197_4_1.jpg,holstein/extracted/Temperature/0197/0197_4_1.npy,e6d895f53ea4161de6096d1525c0d40c8d4c3b00f995b88903d74b63380f9106,5b34b68902bedff85b6dcc33e4adad1106aed8e10e3a2d09a05114e8f2e16567,f3f2c10332e81dcb,exact-metadata,valid,unique,candidate-cleared,,train-gallery,true,false,availability-only,,CC0-1.0
0197_5_1,holstein,2.0,0197,2018-07-05,5,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0197/0197_5_1.jpg,holstein/extracted/Temperature/0197/0197_5_1.npy,6944c404eaba1cbd7239b98b2d91fbc096b38272e7e82919d8813c9f3560ea4e,79c387068ead8f3cbed4a912153bc1b877b1f1d2dd4f21f00e5d4424a0fd8af0,f0f2c1133aa81fcb,rank-derived,valid,unique,candidate-cleared,,train-gallery,true,false,availability-only,,CC0-1.0
0197_5_2,holstein,2.0,0197,2018-07-05,5,2,,,,holstein/extracted/Raw/RGB (640 x 480)/0197/0197_5_2.jpg,holstein/extracted/Temperature/0197/0197_5_2.npy,fc710749c60d65943a02889646449873273f350ea7c93f3cd67817bf7e670158,3759d3a0a304a3ab774035ddcbfcf483b93d0d242a7937b92ba900eb441e0937,f1f2c14353ac2dc9,rank-derived,valid,unique,candidate-cleared,,train-gallery,true,false,availability-only,,CC0-1.0
0197_6_1,holstein,2.0,0197,2018-07-06,6,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0197/0197_6_1.jpg,holstein/extracted/Temperature/0197/0197_6_1.npy,c7ef5bc38e897b1d95e96ccb03b64bc1c73049d9c4e9705bd2224d6ef32c2aa6,ef847a1b118d5628637540f13e6446dae6854e7d2b3c8ffa122ff08801c6d10a,f3f1c30232e01ddb,exact-metadata,valid,unique,candidate-cleared,,oof-calibration,false,false,availability-only,,CC0-1.0
0197_7_1,holstein,2.0,0197,2018-07-07,7,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0197/0197_7_1.jpg,holstein/extracted/Temperature/0197/0197_7_1.npy,8edf75546ca0304883e237aa693e8ae97bfa4b80bcd0560a44dcafa2f0d1d5ab,96c728d415ca0ec604395905d0ad240e77aa8ad6d14c2e27fe633f43c8864f25,d0f2c1135ab83fc9,exact-metadata,valid,unique,no-phash-candidate,,locked-future-test,false,true,availability-only,,CC0-1.0
0197_8_1,holstein,2.0,0197,2018-07-08,8,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0197/0197_8_1.jpg,holstein/extracted/Temperature/0197/0197_8_1.npy,f69aa96d9ef0c9a180881cda21a6d00f7129e6dd23eac10bbdf3de76564018f3,81e022f4f767db651f9944e071d31c5a3ce5a02a3a854ad6958d13de12a18035,f1f14312baa91dd8,rank-derived,valid,unique,no-phash-candidate,,locked-future-test,false,true,availability-only,,CC0-1.0
0197_8_2,holstein,2.0,0197,2018-07-08,8,2,,,,holstein/extracted/Raw/RGB (640 x 480)/0197/0197_8_2.jpg,holstein/extracted/Temperature/0197/0197_8_2.npy,e78a3412c5f3e439464d6bfb5ac43f998cb20c44e45b35b7678c779960494017,fbe53587a77022df8fadd89cce7e0382d87617acf102b756d65ed09e608e280d,f1f1831253ac2eda,rank-derived,valid,unique,no-phash-candidate,,locked-future-test,false,true,availability-only,,CC0-1.0
0197_9_1,holstein,2.0,0197,2018-07-09,9,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0197/0197_9_1.jpg,holstein/extracted/Temperature/0197/0197_9_1.npy,27f222b2de148dd9111a82a0ed68f34f81db3b595ae8ad57c34437dc63ab5ce9,bce0d9298b4dc19df3c179c92879db5479f3fd01bd7c127b53c5e41b4c6915ba,f1f2412332f81d9b,exact-metadata,valid,unique,candidate-cleared,,locked-future-test,false,true,availability-only,,CC0-1.0
0199_1_1,holstein,2.0,0199,2018-06-30,1,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0199/0199_1_1.jpg,holstein/extracted/Temperature/0199/0199_1_1.npy,0a914b53f987ee6ca63e39bdfcdf55384f008c1c66da1db8655c5030833bd04f,802f796a5f995e44f255b572b19935fb083fbc8bcfaeb1fa0967fd4f038b99fd,befd8394f02ac132,exact-metadata,valid,unique,no-phash-candidate,,train-gallery,true,false,strict,,CC0-1.0
0199_2_1,holstein,2.0,0199,2018-07-01,2,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0199/0199_2_1.jpg,holstein/extracted/Temperature/0199/0199_2_1.npy,dd36918c642aa3db54164acb4399ff8a1a497c9da226bf60bcdd101d4dc411f6,b913cb829b5dfff840fc5497b1178c788e438a54d11d95f000b267ed0f6096f7,f9f2c15179a82ac9,exact-metadata,valid,unique,candidate-cleared,,train-gallery,true,false,strict,,CC0-1.0
0199_3_1,holstein,2.0,0199,2018-07-02,3,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0199/0199_3_1.jpg,holstein/extracted/Temperature/0199/0199_3_1.npy,eb7a6e4da75a82320c56d66b87d421963172fa43b95db93ef01e683f3dc45462,3e0279240362c7b8c5644fc902ca3ff4fc00ec262f970d9ee11ff2a703792133,f1f2c10332ea1ed9,exact-metadata,valid,unique,candidate-cleared,,train-gallery,true,false,strict,,CC0-1.0
0199_4_1,holstein,2.0,0199,2018-07-03,4,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0199/0199_4_1.jpg,holstein/extracted/Temperature/0199/0199_4_1.npy,ced2f77f750d8183b1cfe913127b03da8b407ede56bd3f4d43999b16d71927c7,f07e4a84f22c4edcea2343c6b04ca0c18df53a20b9e6ee36969b529cd85d84b7,f1f7830353f02c8b,exact-metadata,valid,unique,candidate-cleared,,train-gallery,true,false,strict,,CC0-1.0
0199_5_1,holstein,2.0,0199,2018-07-05,5,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0199/0199_5_1.jpg,holstein/extracted/Temperature/0199/0199_5_1.npy,e8a29743b7a8a50a3b76795d79a76c252f34276584c82772aa86977663ec840b,579bfb98aeb4899cd9a4c537a8bbb6896f490461dd4e799bb6c1ee1ac9e01b9d,f1f2c15332aa1dc9,exact-metadata,valid,unique,candidate-cleared,,train-gallery,true,false,strict,,CC0-1.0
0199_6_1,holstein,2.0,0199,2018-07-06,6,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0199/0199_6_1.jpg,holstein/extracted/Temperature/0199/0199_6_1.npy,5445d7034840de1fcf983ba8129a350dd20b8d78cde6b86f307e40027d648189,b358312f7cd3cc1a3cb83335e04dd7298339a428c35507eaba9fb7a8841f618c,f1f3c31232a01ddb,exact-metadata,valid,unique,candidate-cleared,,oof-calibration,false,false,strict,,CC0-1.0
0199_7_1,holstein,2.0,0199,2018-07-07,7,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0199/0199_7_1.jpg,holstein/extracted/Temperature/0199/0199_7_1.npy,42ff782a9962e91798969c15168869b4a4ce98a482ecbdae34f1a0310d4bf434,1e30ca9968cf0dd3c1f8e3cea37437a135e92c207ada26fef610090eac23a047,f1f2c31332a01ddb,exact-metadata,valid,unique,candidate-cleared,,locked-future-test,false,true,strict,,CC0-1.0
0199_8_1,holstein,2.0,0199,2018-07-08,8,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0199/0199_8_1.jpg,holstein/extracted/Temperature/0199/0199_8_1.npy,da805fb0bb2892d08caad07bebe9c39d6a7875c08a7a89bdcf4f61d723f73124,f0203bb3cc33b84a47bf40878baf716bd9f3d341be38a827b59ae62508c97ffe,f1f2431332e01ddb,exact-metadata,valid,unique,candidate-cleared,,locked-future-test,false,true,strict,,CC0-1.0
0199_9_1,holstein,2.0,0199,2018-07-09,9,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0199/0199_9_1.jpg,holstein/extracted/Temperature/0199/0199_9_1.npy,78e2a54b7837590cab806f339bd4c6f2211bfacd3af3a88e7d69b22b4c868e1c,5604960deac40639e927a45859635b3ef963e1015cfde23e0e8868a9c9fabd15,f1f241333bea1c89,exact-metadata,valid,unique,candidate-cleared,,locked-future-test,false,true,strict,,CC0-1.0
0203_1_1,holstein,2.0,0203,2018-06-30,1,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0203/0203_1_1.jpg,holstein/extracted/Temperature/0203/0203_1_1.npy,7fe2cdd373fb7049c61cd274301d899c4be0e5140b57535da396a26df8d53787,a44c77cf104d1e9aa2cb6f7216d94a0ed6bdf889f323947abacd4ee12733ef08,fef1811ab521c91e,exact-metadata,valid,unique,candidate-cleared,,train-gallery,true,false,strict,,CC0-1.0
0203_2_1,holstein,2.0,0203,2018-07-01,2,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0203/0203_2_1.jpg,holstein/extracted/Temperature/0203/0203_2_1.npy,0e0b3d78dcad906686f20e035d5b89e194c410d0dca0748fc6c8541c4fee8731,b3f1ca0b2ad33137bf0a0ec018ef3d767aa50b8187f5be3629379f129b2cd5dc,fcf2c10950f03fc9,exact-metadata,valid,unique,no-phash-candidate,,train-gallery,true,false,strict,,CC0-1.0
0203_3_1,holstein,2.0,0203,2018-07-02,3,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0203/0203_3_1.jpg,holstein/extracted/Temperature/0203/0203_3_1.npy,5524714e53f5445d8b911bb67312a1124d3a34445a7475b0590fd69157f9df5d,b3cda103f14410460b7ed6bb7f6ae2232565a0c796d96177781225f12bc9922c,f1f2c30353ea2ac9,exact-metadata,valid,unique,candidate-cleared,,train-gallery,true,false,strict,,CC0-1.0
0203_4_1,holstein,2.0,0203,2018-07-03,4,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0203/0203_4_1.jpg,holstein/extracted/Temperature/0203/0203_4_1.npy,644b221151f1ac94d17fe59553a829a59f0977292947aa38735d8dbc55e2f051,af4cfa7751dcbee7cabe0f87525f5a23f484489c8e646ba96bf23f6e83e31919,fbf5810352f225c9,exact-metadata,valid,unique,no-phash-candidate,,train-gallery,true,false,strict,,CC0-1.0
0203_5_1,holstein,2.0,0203,2018-07-05,5,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0203/0203_5_1.jpg,holstein/extracted/Temperature/0203/0203_5_1.npy,bd75544018479213b13063679cc8a9114ee88ab1a45b3b73627ae6e659051c7e,4a35bd8ab5db91e8b5f3c74533b2e6e6bd8338d5cfe0da2c2b89b16f79305494,f0f3c30332e01fcb,exact-metadata,valid,unique,candidate-cleared,,train-gallery,true,false,strict,,CC0-1.0
0203_6_1,holstein,2.0,0203,2018-07-06,6,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0203/0203_6_1.jpg,holstein/extracted/Temperature/0203/0203_6_1.npy,a7527e3f870b43af86d7bae29498381ca512e81eebb6fb4e305f66e622163a1e,24821330b4deb9b4d42fa7568de557c0195f65ef3526235b100c3789b99c756b,f0f2c30272a23fd9,exact-metadata,valid,unique,candidate-cleared,,oof-calibration,false,false,strict,,CC0-1.0
0203_7_1,holstein,2.0,0203,2018-07-07,7,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0203/0203_7_1.jpg,holstein/extracted/Temperature/0203/0203_7_1.npy,0dd623f6fb4ac600d449791122475184a293dcb30e90bf34ea52689c6aa2d93b,074e09655eff2103e84669add05fd576d81c525eff8cf36909832bbfcded30c4,f0f2c30332e03fcb,exact-metadata,valid,unique,candidate-cleared,,locked-future-test,false,true,strict,,CC0-1.0
0203_8_1,holstein,2.0,0203,2018-07-08,8,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0203/0203_8_1.jpg,holstein/extracted/Temperature/0203/0203_8_1.npy,76d6b4c22748c92d1df5823dbf41cbd6bcb23aa7b85186dc4264abcde9b34b37,7396a3cc12a58913cfb02ace44006c000277fdfc0ff7d849cd4400f442df77ae,f0f58b1252a52dcb,exact-metadata,valid,unique,no-phash-candidate,,locked-future-test,false,true,strict,,CC0-1.0
0203_9_1,holstein,2.0,0203,2018-07-09,9,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0203/0203_9_1.jpg,holstein/extracted/Temperature/0203/0203_9_1.npy,36fd8e10eff7f0e7184bcdf5f1fe28a87a2e1595112dbccdc319e6882d70ec98,99e194792c9625701f33af092c215aec68549b0e905cc30b43c385ef9090cae1,f1f243333ae21d89,exact-metadata,valid,unique,candidate-cleared,,locked-future-test,false,true,strict,,CC0-1.0
0207_3_1,holstein,2.0,0207,2018-07-02,3,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0207/0207_3_1.jpg,holstein/extracted/Temperature/0207/0207_3_1.npy,048bf7c7815f3f7cf800a60530f691fb1e2664e79607616f5ea0ae0c0af2c63b,0153a12c23b8f95e23d0ea15fb59b32b8f53025f27bcba5c339b9c4824682165,b4f2c1123be9338b,exact-metadata,valid,unique,candidate-cleared,,train-gallery,true,false,availability-only,,CC0-1.0
0207_4_1,holstein,2.0,0207,2018-07-03,4,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0207/0207_4_1.jpg,holstein/extracted/Temperature/0207/0207_4_1.npy,775a566677e4264842402b72225b22d14c2deb3e3380d88760dcf50a6c1a4eb0,9803697ffeff304cb10e2005c59eebc6eed0bbe80da72c4183f45f50dee64694,f3f4c3021ae135cb,exact-metadata,valid,unique,candidate-cleared,,train-gallery,true,false,availability-only,,CC0-1.0
0207_5_1,holstein,2.0,0207,2018-07-05,5,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0207/0207_5_1.jpg,holstein/extracted/Temperature/0207/0207_5_1.npy,6b015cdc790c0447bc73b39823ce2b6b78435d490038b36d4d1e7f92a9011b2a,83ae7e3c7b671c80b00dcb9354e445c9640e037f1295be056a2d7b28eab5c529,f1f241033af11f8b,exact-metadata,valid,unique,no-phash-candidate,,train-gallery,true,false,availability-only,,CC0-1.0
0207_6_1,holstein,2.0,0207,2018-07-06,6,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0207/0207_6_1.jpg,holstein/extracted/Temperature/0207/0207_6_1.npy,234a36053803f6172908c43f36c4dd6b8b55e225b55d15b37166333e25c6d428,d7625ca39bfa5125867522f52ead0b9beb137f86e897f1973f4b0138a07fd1bb,f1f1c30252e135db,exact-metadata,valid,unique,candidate-cleared,,oof-calibration,false,false,availability-only,,CC0-1.0
0207_7_1,holstein,2.0,0207,2018-07-07,7,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0207/0207_7_1.jpg,holstein/extracted/Temperature/0207/0207_7_1.npy,01ee516c05b360b4ca68277effa81ff0ecdf12d700350214f09f6b4bf0657aae,876f85274f7ebf0525e7751d5ae79a52195e1c62dfa59660a88675f31676fd8e,f1f1c3021ae137cb,exact-metadata,valid,unique,candidate-cleared,,locked-future-test,false,true,availability-only,,CC0-1.0
0207_8_1,holstein,2.0,0207,2018-07-08,8,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0207/0207_8_1.jpg,holstein/extracted/Temperature/0207/0207_8_1.npy,edf9b894ed450af96c167393f637e1ffae683a3e7c5f9e510aaa1109342c801c,d08724234c9b8b98502ff175b17b6d2d98239dd0cafedb84249b8bf96fdd5362,f1f3c1023aa13fc9,exact-metadata,valid,unique,no-phash-candidate,,locked-future-test,false,true,availability-only,,CC0-1.0
0207_9_1,holstein,2.0,0207,2018-07-09,9,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0207/0207_9_1.jpg,holstein/extracted/Temperature/0207/0207_9_1.npy,f89328290fa101051a966ae1fbf041e1cb09475e917edb8da0f9ae1be88be530,f63758a20d4a83f811fc996753b925245da0952ce213b9c041a65bc268a1252b,f1f243033ae81d9b,exact-metadata,valid,unique,candidate-cleared,,locked-future-test,false,true,availability-only,,CC0-1.0
0210_1_1,holstein,2.0,0210,2018-06-30,1,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0210/0210_1_1.jpg,holstein/extracted/Temperature/0210/0210_1_1.npy,e3a0d9f881b9331abb45321c812889f021cbdf7cfbcee0e0dcff7faa9a453921,0ab709a29d5c7822058a3891d1e7a792b47db6ad8e3e006b50fb64ec39130afc,fef18352b12bc312,exact-metadata,valid,unique,no-phash-candidate,,train-gallery,true,false,strict,,CC0-1.0
0210_2_1,holstein,2.0,0210,2018-07-01,2,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0210/0210_2_1.jpg,holstein/extracted/Temperature/0210/0210_2_1.npy,20cc69735c4cc1c4fb856cd787177ce7bad0916d2787bbf2c0a910f464b65594,13ad0e534727b1569b8007a10f4691dc7c4c2064f28862870c55c7f359269970,f1f3c14070e13eda,rank-derived,valid,unique,no-phash-candidate,,train-gallery,true,false,strict,,CC0-1.0
0210_2_2,holstein,2.0,0210,2018-07-01,2,2,,,,holstein/extracted/Raw/RGB (640 x 480)/0210/0210_2_2.jpg,holstein/extracted/Temperature/0210/0210_2_2.npy,9a98cdaa8a35ddefcf2b01b634aba9bf535dcda25958e2e02a2be6ac23d94425,5536cb895aedacc138934ac72b4b095f66efbc7f8069a2c3052234d9480074a9,f9f2c1035af036c9,rank-derived,valid,unique,candidate-cleared,,train-gallery,true,false,strict,,CC0-1.0
0210_3_1,holstein,2.0,0210,2018-07-02,3,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0210/0210_3_1.jpg,holstein/extracted/Temperature/0210/0210_3_1.npy,4170c5f606a595b579fbac8b08b1ed31dc38ea56aa8c66ac2a7afbec53df99f5,2f8423587ad7e4dbaec4c5100db25929f2b80a2514ace5566466e0345d74eab7,b4f2c11239e857cb,exact-metadata,valid,unique,candidate-cleared,,train-gallery,true,false,strict,,CC0-1.0
0210_4_1,holstein,2.0,0210,2018-07-03,4,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0210/0210_4_1.jpg,holstein/extracted/Temperature/0210/0210_4_1.npy,6fe77bd7551e91c05c33433c8bcca58606f71c7e5f323a5c8fb2351ae940f530,b7724134c25a354c19ab8c00c7c90b2f5e40e8ff1dbf57d742edcaa6addaed0e,f1f2c31378a80fc9,exact-metadata,valid,unique,candidate-cleared,,train-gallery,true,false,strict,,CC0-1.0
0210_5_1,holstein,2.0,0210,2018-07-05,5,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0210/0210_5_1.jpg,holstein/extracted/Temperature/0210/0210_5_1.npy,00ddc12c11ec24153b2f103e709702cb1d12d04a36bbe6e49f6a9bd4a96496af,b8e105ec1943336f1374bf6be7eb0f7ef0e20ff711c7d28b736ca42aa8ab1c9e,f1f2c30372a80fcb,exact-metadata,valid,unique,candidate-cleared,,train-gallery,true,false,strict,,CC0-1.0
0210_6_1,holstein,2.0,0210,2018-07-06,6,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0210/0210_6_1.jpg,holstein/extracted/Temperature/0210/0210_6_1.npy,6bab0fcd04a68de483b567e41b014d16e1b794942078c0576002b439a0f8941a,2547e7bd9035ebd265cc55c34ff36eeb5f02994f245373c8c3c3c8db77b65576,f1f3c34272a11ec9,exact-metadata,valid,unique,no-phash-candidate,,oof-calibration,false,false,strict,,CC0-1.0
0210_7_1,holstein,2.0,0210,2018-07-07,7,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0210/0210_7_1.jpg,holstein/extracted/Temperature/0210/0210_7_1.npy,c13b6e82c810f03d2ac89c5c2955941b50a6e6ce414350e9fb25a3b3bc68bd1d,f8bceb8e5654ae52894814dda522118033b90cfdb6e8dd723eec335271f5c397,f1f2c1433aa81fc9,rank-derived,valid,unique,candidate-cleared,,locked-future-test,false,true,strict,,CC0-1.0
0210_7_2,holstein,2.0,0210,2018-07-07,7,2,,,,holstein/extracted/Raw/RGB (640 x 480)/0210/0210_7_2.jpg,holstein/extracted/Temperature/0210/0210_7_2.npy,fba780e64bee80b2492696ac3160c9b0afe9ae6c77ddad85637d78b01244774e,5d84d5c219e6d03c16a60ac912b7974b9df300e11269bd94fe08fd1f336e477a,f9f2c1035ae835c9,rank-derived,valid,unique,no-phash-candidate,,locked-future-test,false,true,strict,,CC0-1.0
0210_8_1,holstein,2.0,0210,2018-07-08,8,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0210/0210_8_1.jpg,holstein/extracted/Temperature/0210/0210_8_1.npy,8ceee2e704f3dd2b7c794f41d570567bb0a26aa2caa63849c42b5db341dfb1d5,25beafedfbfa9f0e5711ad76741de764fa5fa7e03a0e04d4e975bcce056c1e3c,f1f2c1033ae01fcb,exact-metadata,valid,unique,candidate-cleared,,locked-future-test,false,true,strict,,CC0-1.0
0210_9_1,holstein,2.0,0210,2018-07-09,9,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0210/0210_9_1.jpg,holstein/extracted/Temperature/0210/0210_9_1.npy,ebb83a79571eda6aa589aceda5482e07fb804a8024379a9440e766852bd9a074,66def63f288a3ff48e499aeff315cd54340c1fbc09b7abbbfa83e799cb8ab541,f0f241233ae92f8b,exact-metadata,valid,unique,no-phash-candidate,,locked-future-test,false,true,strict,,CC0-1.0
0219_1_1,holstein,2.0,0219,2018-06-30,1,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0219/0219_1_1.jpg,holstein/extracted/Temperature/0219/0219_1_1.npy,c975aedccfde63fa624b2661d8d182ffa24d582f8cbee3409298051fa656dd22,30bf376cdc1a589ec364c2841b1eb02cc728afe5005625f23a9a1b4ad905f9ae,bef19116f531c1c2,rank-derived,valid,unique,no-phash-candidate,,train-gallery,true,false,strict,,CC0-1.0
0219_1_2,holstein,2.0,0219,2018-06-30,1,2,,,,holstein/extracted/Raw/RGB (640 x 480)/0219/0219_1_2.jpg,holstein/extracted/Temperature/0219/0219_1_2.npy,b7939c2faa208702fb551b8557d8e64fad77094bdf10341b3af642e5b1503213,5bc68f4f91737f3482c3177c659be52fa91f53eab5d97801131a4d70e8a9b2ac,f6f98116b26bc115,rank-derived,valid,unique,no-phash-candidate,,train-gallery,true,false,strict,,CC0-1.0
0219_2_1,holstein,2.0,0219,2018-07-01,2,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0219/0219_2_1.jpg,holstein/extracted/Temperature/0219/0219_2_1.npy,3f320b4f79f3f89d4dab7be99be290fa38d3ff6d18c122c256a789a71923fa96,bc0cb76f008e7213ecc2b53ee49c06cb2ec5f042d00ce16e600d87ba0762569d,f8f2c1417bf822c9,exact-metadata,valid,unique,candidate-cleared,,train-gallery,true,false,strict,,CC0-1.0
0219_3_1,holstein,2.0,0219,2018-07-02,3,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0219/0219_3_1.jpg,holstein/extracted/Temperature/0219/0219_3_1.npy,4b9475c659b7654cebac22bd1a68ff1252eb1060a3930cfb04fb9dc486de6c39,be5325b5495a0906c285bf70e6c78e677e8eed041a3779404147de956b965170,b1f2c1133be852cb,exact-metadata,valid,unique,candidate-cleared,,train-gallery,true,false,strict,,CC0-1.0
0219_4_1,holstein,2.0,0219,2018-07-03,4,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0219/0219_4_1.jpg,holstein/extracted/Temperature/0219/0219_4_1.npy,46bbce9f237f71af10ac352724326d2b77e034a4f35992937d21e9d92ead0deb,60d172fe36199e104b4556ce233c40d1042235c359288c3f6055317ba7dcd875,f1f0c1137aa81dd9,exact-metadata,valid,unique,candidate-cleared,,train-gallery,true,false,strict,,CC0-1.0
0219_5_1,holstein,2.0,0219,2018-07-05,5,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0219/0219_5_1.jpg,holstein/extracted/Temperature/0219/0219_5_1.npy,6aafce4aa6f4fd7993533597d23673954f6df26582c2c1d57b668bcf195a94d3,ad37846d17a66aded3a19c137f6acb4f824b4f050b3237037c2bed89e35c12fe,f1f2c1133aa81dcb,exact-metadata,valid,unique,candidate-cleared,,train-gallery,true,false,strict,,CC0-1.0
0219_6_1,holstein,2.0,0219,2018-07-06,6,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0219/0219_6_1.jpg,holstein/extracted/Temperature/0219/0219_6_1.npy,e0cc8ecc422ea1cdacfe902092921ac9862b7ab31f954f46cfdf0c820fcd3ab1,96cdbf22bef9ebb09d85055a76dc5b8b9b47fcdfea2736a122afe0ad301840a6,f1f2c14372a835cb,exact-metadata,valid,unique,candidate-cleared,,oof-calibration,false,false,strict,,CC0-1.0
0219_7_1,holstein,2.0,0219,2018-07-07,7,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0219/0219_7_1.jpg,holstein/extracted/Temperature/0219/0219_7_1.npy,bbe35c909750fe0f9109ea72e296fa0f691a73f916997ec07b15a603613eac24,2a2de26ce57667b286f090fc018f4fe687c6b6ef23947a0a3c1024c7e45fc487,f9f2c1133ba01d8b,exact-metadata,valid,unique,no-phash-candidate,,locked-future-test,false,true,strict,,CC0-1.0
0219_8_1,holstein,2.0,0219,2018-07-08,8,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0219/0219_8_1.jpg,holstein/extracted/Temperature/0219/0219_8_1.npy,82e3f729f6d1b0dc7f2fc01e802a73227e87c128219c306d006eb43823a3d319,e9ababe055c000cf250bdceb402469ec967c8d766b2b12f252e0d7ae52bc357a,f3f2c1033ae81d8b,exact-metadata,valid,unique,candidate-cleared,,locked-future-test,false,true,strict,,CC0-1.0
0219_9_1,holstein,2.0,0219,2018-07-09,9,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0219/0219_9_1.jpg,holstein/extracted/Temperature/0219/0219_9_1.npy,141426be66728b1be8ecbb55884afb3f76d0a6ea23bde3635e0c30f2da50f5e9,83ce41bc898bf3f18ecfdcfed55458f2653da03d4173f0f0916b84b719525cf6,f1f2c12352f0378b,exact-metadata,valid,unique,no-phash-candidate,,locked-future-test,false,true,strict,,CC0-1.0
0220_1_1,holstein,2.0,0220,2018-06-30,1,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0220/0220_1_1.jpg,holstein/extracted/Temperature/0220/0220_1_1.npy,4d98c9b434d1a2ace95f6530de5d551508d46a81a9002b6ded3e160cd62a2c6b,664b318ce3f07237aef5da7ad434161bbbf2216391ead071b06b0c45cd07bab2,baf5891ab564c91a,exact-metadata,valid,unique,no-phash-candidate,,train-gallery,true,false,strict,,CC0-1.0
0220_2_1,holstein,2.0,0220,2018-07-01,2,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0220/0220_2_1.jpg,holstein/extracted/Temperature/0220/0220_2_1.npy,dd31413cac0aeabe58454b77ccaf4a1c80d8af887101845d7aca5447fb8ae615,f270cc5fa79b2e6f05dcd3eb69126932836c3f32ff6944e1d5378b87be0407c9,f8f2c14179e82ec9,exact-metadata,valid,unique,candidate-cleared,,train-gallery,true,false,strict,,CC0-1.0
0220_3_1,holstein,2.0,0220,2018-07-02,3,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0220/0220_3_1.jpg,holstein/extracted/Temperature/0220/0220_3_1.npy,fdd7f5612e2245b5622af1705ce4dfa2aeb29ea9b0ce5b99de056de2ea173bdf,226367b0bb340374eaebb1addb185781d69672721e5a9d49007b78f4be516665,f9f2c1033aea0ec9,exact-metadata,valid,unique,candidate-cleared,,train-gallery,true,false,strict,,CC0-1.0
