dataset,identity_id,usable_row_count,usable_days,support_day_count,future_query_day_count,gallery_row_count,query_row_count,cohort_status,eligibility_reason
holstein,7590,10,1|2|3|4|5|6|7|8|9,5,3,5,4,strict,continuous-day1-6-and-future-query
holstein,7592,9,1|2|3|4|5|6|7|8|9,5,3,5,3,strict,continuous-day1-6-and-future-query
holstein,7595,11,1|2|3|4|5|6|7|8|9,5,3,6,4,strict,continuous-day1-6-and-future-query
holstein,7600,8,1|2|4|5|6|7|8|9,4,3,4,3,availability-only,strict-window-incomplete
holstein,7601,10,1|2|3|4|5|6|7|8|9,5,3,6,3,strict,continuous-day1-6-and-future-query
holstein,7602,10,1|2|3|4|5|6|7|8|9,5,3,5,4,strict,continuous-day1-6-and-future-query
holstein,7622,10,1|2|3|4|5|6|7|8|9,5,3,6,3,strict,continuous-day1-6-and-future-query
holstein,7630,9,1|2|3|4|5|6|7|8|9,5,3,5,3,strict,continuous-day1-6-and-future-query
holstein,7637,9,1|2|3|4|5|6|7|8|9,5,3,5,3,strict,continuous-day1-6-and-future-query
holstein,7663,11,1|2|3|4|5|6|7|8|9,5,3,5,3,strict,continuous-day1-6-and-future-query
holstein,7666,11,1|2|3|4|5|6|7|8|9,5,3,5,5,strict,continuous-day1-6-and-future-query
holstein,7679,12,1|2|3|4|5|6|7|8|9,5,3,7,4,strict,continuous-day1-6-and-future-query
holstein,7680,9,1|2|3|4|5|6|7|8|9,5,3,5,3,strict,continuous-day1-6-and-future-query
holstein,7683,7,1|2|3|4|5|6|9,5,1,5,1,strict,continuous-day1-6-and-future-query
holstein,7686,11,1|2|3|4|5|6|7|8|9,5,3,6,4,strict,continuous-day1-6-and-future-query
holstein,7699,10,1|2|3|4|5|6|7|8|9,5,3,6,3,strict,continuous-day1-6-and-future-query
holstein,7704,8,1|2|3|4|5|6|7|9,5,2,5,2,strict,continuous-day1-6-and-future-query
holstein,7706,10,1|2|3|4|5|6|7|8|9,5,3,5,3,strict,continuous-day1-6-and-future-query
holstein,7715,9,1|2|3|4|5|6|7|8|9,5,3,5,3,strict,continuous-day1-6-and-future-query
holstein,7721,10,1|2|3|4|5|6|7|8|9,5,3,6,3,strict,continuous-day1-6-and-future-query
holstein,7738,8,1|2|3|4|5|6|8|9,5,2,5,2,strict,continuous-day1-6-and-future-query
holstein,7739,6,1|2|3|4|8|9,4,2,4,2,availability-only,strict-window-incomplete
holstein,7742,11,1|2|3|4|5|6|7|8|9,5,3,6,4,strict,continuous-day1-6-and-future-query
holstein,7744,9,1|2|3|4|5|6|7|8|9,5,3,5,3,strict,continuous-day1-6-and-future-query
holstein,7748,11,1|2|3|4|5|6|7|8|9,5,3,5,5,strict,continuous-day1-6-and-future-query
holstein,7753,10,1|2|3|4|5|6|7|8|9,5,3,5,4,strict,continuous-day1-6-and-future-query
holstein,7769,10,1|2|3|4|5|6|7|8|9,5,3,5,4,strict,continuous-day1-6-and-future-query
holstein,7780,12,1|2|3|4|5|6|7|8|9,5,3,7,3,strict,continuous-day1-6-and-future-query
holstein,7789,9,1|2|3|4|5|6|7|8|9,5,3,5,3,strict,continuous-day1-6-and-future-query
holstein,7801,10,1|2|3|4|6|7|8|9,4,3,4,4,availability-only,strict-window-incomplete
holstein,7805,9,1|2|3|4|5|6|7|8|9,5,3,5,3,strict,continuous-day1-6-and-future-query
holstein,7809,10,1|2|3|4|5|6|7|8|9,5,3,6,3,strict,continuous-day1-6-and-future-query
holstein,7815,11,1|2|3|4|5|6|7|8|9,5,3,6,4,strict,continuous-day1-6-and-future-query
holstein,7824,10,1|2|3|4|5|6|7|8|9,5,3,5,4,strict,continuous-day1-6-and-future-query
holstein,7830,10,1|2|3|4|5|6|7|8|9,5,3,6,3,strict,continuous-day1-6-and-future-query
holstein,7831,9,1|2|3|4|5|6|7|8|9,5,3,5,3,strict,continuous-day1-6-and-future-query
holstein,7833,9,1|2|3|4|5|6|7|8|9,5,3,5,3,strict,continuous-day1-6-and-future-query
holstein,7835,9,1|2|3|5|6|7|9,4,2,5,2,availability-only,strict-window-incomplete
holstein,7838,10,1|2|3|4|6|7|8|9,4,3,5,3,availability-only,strict-window-incomplete
holstein,7845,8,1|2|3|4|5|6|8|9,5,2,5,2,strict,continuous-day1-6-and-future-query
holstein,7853,11,1|2|3|4|5|6|7|8|9,5,3,6,4,strict,continuous-day1-6-and-future-query
holstein,7863,7,1|3|4|6|7|8|9,3,3,3,3,availability-only,strict-window-incomplete
holstein,7870,7,1|2|3|5|6|8|9,4,2,4,2,availability-only,strict-window-incomplete
holstein,7877,8,2|3|4|5|6|7|8|9,4,3,4,3,availability-only,strict-window-incomplete
holstein,7883,10,1|2|3|4|5|6|7|8|9,5,3,5,4,strict,continuous-day1-6-and-future-query
holstein,7884,9,1|2|3|4|5|6|7|8|9,5,3,5,3,strict,continuous-day1-6-and-future-query
holstein,7890,11,1|2|3|4|5|6|7|8|9,5,3,6,4,strict,continuous-day1-6-and-future-query
holstein,7901,9,1|2|3|5|6|7|8|9,4,3,4,4,availability-only,strict-window-incomplete
holstein,7906,9,1|2|3|4|5|6|7|8|9,5,3,5,3,strict,continuous-day1-6-and-future-query
holstein,7926,9,1|2|3|4|5|6|7|8|9,5,3,5,3,strict,continuous-day1-6-and-future-query
holstein,7936,10,1|2|3|4|5|6|7|8|9,5,3,5,4,strict,continuous-day1-6-and-future-query
holstein,7943,9,1|2|3|4|5|6|7|8|9,5,3,5,3,strict,continuous-day1-6-and-future-query
holstein,7946,12,1|2|3|4|5|6|7|8|9,5,3,7,4,strict,continuous-day1-6-and-future-query
holstein,7948,9,1|2|3|4|5|6|7|8|9,5,3,5,3,strict,continuous-day1-6-and-future-query
holstein,7952,9,1|2|3|4|5|6|7|8|9,5,3,5,3,strict,continuous-day1-6-and-future-query
holstein,7959,9,1|2|3|4|5|6|7|8|9,5,3,5,3,strict,continuous-day1-6-and-future-query
holstein,7962,9,1|2|3|4|5|6|7|9,5,2,6,2,strict,continuous-day1-6-and-future-query
holstein,7967,9,1|2|3|4|5|6|8|9,5,2,5,3,strict,continuous-day1-6-and-future-query
holstein,7974,9,1|2|3|4|5|6|7|8|9,5,3,5,3,strict,continuous-day1-6-and-future-query
holstein,7975,10,1|2|3|4|5|6|7|8|9,5,3,5,4,strict,continuous-day1-6-and-future-query
holstein,7978,9,1|2|4|5|6|7|8|9,4,3,4,3,availability-only,strict-window-incomplete
holstein,7979,8,1|2|3|4|6|7|8|9,4,3,4,3,availability-only,strict-window-incomplete
holstein,7985,10,1|2|3|4|5|6|7|8|9,5,3,5,4,strict,continuous-day1-6-and-future-query
holstein,8010,11,1|2|3|4|5|6|7|8|9,5,3,6,4,strict,continuous-day1-6-and-future-query
holstein,8012,9,1|2|3|4|5|6|7|8|9,5,3,5,3,strict,continuous-day1-6-and-future-query
holstein,8041,9,1|2|3|4|5|6|7|8|9,5,3,5,3,strict,continuous-day1-6-and-future-query
holstein,8043,10,1|2|3|4|5|6|7|8|9,5,3,5,4,strict,continuous-day1-6-and-future-query
holstein,8052,9,1|2|3|4|5|6|8|9,5,2,6,2,strict,continuous-day1-6-and-future-query
holstein,8054,9,1|2|3|4|5|6|7|8|9,5,3,5,3,strict,continuous-day1-6-and-future-query
holstein,8061,11,1|2|3|4|5|6|7|8|9,5,3,6,3,strict,continuous-day1-6-and-future-query
holstein,8086,9,1|2|3|4|5|6|7|8|9,5,3,5,3,strict,continuous-day1-6-and-future-query
holstein,8113,10,1|2|3|4|5|6|7|8|9,5,3,5,4,strict,continuous-day1-6-and-future-query
holstein,8121,10,1|2|3|4|5|6|7|8|9,5,3,5,3,strict,continuous-day1-6-and-future-query
holstein,8123,10,1|2|4|5|6|7|8|9,4,3,4,5,availability-only,strict-window-incomplete
holstein,8127,9,1|2|3|4|5|6|7|8|9,5,3,5,3,strict,continuous-day1-6-and-future-query
holstein,8128,8,1|2|3|4|6|7|8|9,4,3,4,3,availability-only,strict-window-incomplete
holstein,8139,9,1|2|3|4|5|6|7|8|9,5,3,5,3,strict,continuous-day1-6-and-future-query
holstein,8150,9,1|2|3|4|5|6|7|8|9,5,3,5,3,strict,continuous-day1-6-and-future-query
holstein,8165,9,1|2|3|4|5|6|7|8|9,5,3,5,3,strict,continuous-day1-6-and-future-query
holstein,8167,9,1|2|3|4|5|6|7|8|9,5,3,5,3,strict,continuous-day1-6-and-future-query
holstein,8170,9,1|2|3|4|5|6|7|8|9,5,3,5,3,strict,continuous-day1-6-and-future-query
holstein,8171,10,1|2|3|4|5|6|7|8|9,5,3,6,3,strict,continuous-day1-6-and-future-query
holstein,8172,13,1|2|3|4|5|6|7|8|9,5,3,6,3,strict,continuous-day1-6-and-future-query
holstein,8174,14,1|2|3|4|5|6|7|8|9,5,3,6,7,strict,continuous-day1-6-and-future-query
holstein,8177,10,1|2|3|4|5|6|7|8|9,5,3,6,3,strict,continuous-day1-6-and-future-query
holstein,8191,9,1|2|3|4|5|6|7|8|9,5,3,5,3,strict,continuous-day1-6-and-future-query
holstein,8194,10,1|2|3|4|5|6|7|8|9,5,3,5,4,strict,continuous-day1-6-and-future-query
holstein,8204,8,1|3|4|5|6|7|8|9,4,3,4,3,availability-only,strict-window-incomplete
holstein,8217,9,1|2|3|4|5|6|7|8|9,5,3,5,3,strict,continuous-day1-6-and-future-query
holstein,8231,8,1|2|3|4|5|6|8,5,1,5,1,strict,continuous-day1-6-and-future-query
holstein,8232,9,1|2|3|4|5|6|7|8|9,5,3,5,3,strict,continuous-day1-6-and-future-query
holstein,8234,10,1|2|3|4|5|6|7|8|9,5,3,5,3,strict,continuous-day1-6-and-future-query
holstein,8237,10,1|2|3|4|5|6|7|8|9,5,3,5,3,strict,continuous-day1-6-and-future-query
holstein,8248,9,1|2|3|4|5|6|7|8|9,5,3,5,3,strict,continuous-day1-6-and-future-query
holstein,8254,14,1|2|3|4|5|6|7|8|9,5,3,6,5,strict,continuous-day1-6-and-future-query
holstein,8259,11,1|2|3|4|5|6|8|9,5,2,7,2,strict,continuous-day1-6-and-future-query
holstein,8266,8,2|3|4|5|6|7|8|9,4,3,4,3,availability-only,strict-window-incomplete
holstein,8268,9,1|2|3|4|5|6|7|8|9,5,3,5,3,strict,continuous-day1-6-and-future-query
holstein,9761,14,1|2|3|4|5|6|7|8|9,5,3,7,5,strict,continuous-day1-6-and-future-query
holstein,9770,11,1|2|3|4|5|6|7|8|9,5,3,7,3,strict,continuous-day1-6-and-future-query
holstein,9772,9,1|2|3|4|5|6|7|8|9,5,3,5,3,strict,continuous-day1-6-and-future-query
holstein,9777,9,1|2|3|4|5|6|7|8|9,5,3,5,3,strict,continuous-day1-6-and-future-query
holstein,9780,9,1|2|3|4|5|6|7|8|9,5,3,5,3,strict,continuous-day1-6-and-future-query
holstein,9789,11,1|2|3|4|5|6|7|8|9,5,3,5,4,strict,continuous-day1-6-and-future-query
holstein,9853,9,1|2|3|4|5|6|7|8|9,5,3,5,3,strict,continuous-day1-6-and-future-query
holstein,9871,10,1|2|3|4|5|6|7|8|9,5,3,6,3,strict,continuous-day1-6-and-future-query
holstein,9873,14,1|2|3|4|5|6|7|8|9,5,3,6,6,strict,continuous-day1-6-and-future-query
holstein,9884,10,1|2|3|4|5|6|7|8|9,5,3,6,3,strict,continuous-day1-6-and-future-query
holstein,9886,10,1|2|3|4|5|6|7|8|9,5,3,6,3,strict,continuous-day1-6-and-future-query
holstein,9891,9,1|2|3|4|5|6|7|8|9,5,3,5,3,strict,continuous-day1-6-and-future-query
holstein,9892,9,1|2|3|4|5|6|7|8|9,5,3,5,3,strict,continuous-day1-6-and-future-query
holstein,9903,10,1|2|3|4|5|6|7|8|9,5,3,6,3,strict,continuous-day1-6-and-future-query
holstein,9904,9,1|2|3|4|5|6|7|8|9,5,3,5,3,strict,continuous-day1-6-and-future-query
holstein,9910,12,1|2|3|4|5|6|7|8|9,5,3,6,5,strict,continuous-day1-6-and-future-query
holstein,9912,10,1|2|3|4|5|6|7|8|9,5,3,5,4,strict,continuous-day1-6-and-future-query
